6377.83100	0.00865
6378.53200	0.00864
6379.23300	0.00853
6379.93300	0.00854
6380.63400	0.00874
6381.33500	0.00848
6382.03500	0.00879
6382.73600	0.00857
6383.43700	0.00870
6384.13700	0.00859
6384.83800	0.00869
6385.53900	0.00876
6386.23900	0.00866
6386.94000	0.00857
6387.64000	0.01033
6388.34100	0.00872
6389.04200	0.00875
6389.74200	0.00844
6390.44300	0.00860
6391.14300	0.00836
6391.84400	0.00852
6392.54400	0.00829
6393.24500	0.00860
6393.94500	0.00863
6394.64600	0.00839
6395.34700	0.00875
6396.04700	0.00851
6396.74800	0.00876
6397.44800	0.00850
6398.14900	0.00863
6398.84900	0.00865
6399.54900	0.00858
6400.25000	0.00862
6400.95000	0.00872
6401.65100	0.00876
6402.35100	0.00880
6403.05200	0.00875
6403.75200	0.00863
6404.45300	0.00857
6405.15300	0.00863
6405.85300	0.00867
6406.55400	0.00857
6407.25400	0.00847
6407.95500	0.00885
6408.65500	0.00882
6409.35500	0.00863
6410.05600	0.00853
6410.75600	0.00863
6411.45600	0.00870
6412.15700	0.00858
6412.85700	0.00844
6413.55700	0.00875
6414.25800	0.00873
6414.95800	0.00879
6415.65800	0.00853
6416.35800	0.00860
6417.05900	0.00862
6417.75900	0.00857
6418.45900	0.00846
6419.16000	0.00872
6419.86000	0.00848
6420.56000	0.00856
6421.26000	0.00867
6421.96100	0.00852
6422.66100	0.00881
6423.36100	0.00862
6424.06100	0.00862
6424.76100	0.00868
6425.46200	0.00852
6426.16200	0.00868
6426.86200	0.00846
6427.56200	0.00879
6428.26200	0.00876
6428.96200	0.00866
6429.66200	0.00862
6430.36300	0.00858
6431.06300	0.00840
6431.76300	0.00858
6432.46300	0.00869
6433.16300	0.00852
6433.86300	0.00852
6434.56300	0.00870
6435.26300	0.00871
6435.96300	0.00873
6436.66300	0.00862
6437.36400	0.00878
6438.06400	0.00868
6438.76400	0.00866
6439.46400	0.00872
6440.16400	0.00884
6440.86400	0.00867
6441.56400	0.00870
6442.26400	0.00850
6442.96400	0.00848
6443.66400	0.00851
6444.36400	0.00845
6445.06400	0.00860
6445.76400	0.00858
6446.46400	0.00853
6447.16400	0.00863
6447.86300	0.00840
6448.56300	0.00851
6449.26300	0.00844
6449.96300	0.00871
6450.66300	0.00854
6451.36300	0.00847
6452.06300	0.00857
6452.76300	0.00849
6453.46300	0.00839
6454.16300	0.00882
6454.86200	0.00844
6455.56200	0.00838
6456.26200	0.00840
6456.96200	0.00829
6457.66200	0.00838
6458.36200	0.00838
6459.06200	0.00828
6459.76100	0.00852
6460.46100	0.00843
6461.16100	0.00855
6461.86100	0.00851
6462.56000	0.00831
6463.26000	0.00855
6463.96000	0.00841
6464.66000	0.00870
6465.36000	0.00838
6466.05900	0.00851
6466.75900	0.00837
6467.45900	0.00849
6468.15800	0.00856
6468.85800	0.00830
6469.55800	0.00842
6470.25800	0.00855
6470.95700	0.00863
6471.65700	0.00854
6472.35700	0.00844
6473.05600	0.00822
6473.75600	0.00849
6474.45600	0.00845
6475.15500	0.00850
6475.85500	0.00854
6476.55500	0.00846
6477.25400	0.00865
6477.95400	0.00846
6478.65300	0.00847
6479.35300	0.00853
6480.05300	0.00861
6480.75200	0.00873
6481.45200	0.00844
6482.15100	0.00849
6482.85100	0.00859
6483.55000	0.00870
6484.25000	0.00844
6484.94900	0.00851
6485.64900	0.00859
6486.34800	0.00868
6487.04800	0.00869
6487.74800	0.00911
6488.44700	0.00863
6489.14700	0.00855
6489.84600	0.00862
6490.54500	0.00867
6491.24500	0.00850
6491.94400	0.00875
6492.64400	0.00848
6493.34300	0.00875
6494.04300	0.00865
6494.74200	0.00854
6495.44200	0.00859
6496.14100	0.00877
6496.84000	0.00850
6497.54000	0.00856
6498.23900	0.00842
6498.93900	0.00867
6499.63800	0.00849
6500.33700	0.00874
6501.03700	0.00831
6501.73600	0.00845
6502.43500	0.00827
6503.13500	0.00845
6503.83400	0.00863
6504.53300	0.00874
6505.23300	0.00838
6505.93200	0.00849
6506.63100	0.00845
6507.33100	0.00843
6508.03000	0.00841
6508.72900	0.00852
6509.42800	0.00836
6510.12800	0.00828
6510.82700	0.00842
6511.52600	0.00852
6512.22500	0.00852
6512.92500	0.00859
6513.62400	0.00856
6514.32300	0.00846
6515.02200	0.00861
6515.72100	0.00855
6516.42100	0.00840
6517.12000	0.00876
6517.81900	0.00869
6518.51800	0.00852
6519.21700	0.00844
6519.91600	0.00877
6520.61600	0.00856
6521.31500	0.00859
6522.01400	0.00831
6522.71300	0.00844
6523.41200	0.00853
6524.11100	0.00852
6524.81000	0.00861
6525.50900	0.00888
6526.20800	0.00850
6526.90800	0.00871
6527.60700	0.00853
6528.30600	0.00874
6529.00500	0.00846
6529.70400	0.00843
6530.40300	0.00861
6531.10200	0.00878
6531.80100	0.00897
6532.50000	0.00881
6533.19900	0.00880
6533.89800	0.00853
6534.59700	0.00849
6535.29600	0.00877
6535.99500	0.00864
6536.69400	0.00867
6537.39300	0.00846
6538.09200	0.00861
6538.79100	0.00845
6539.49000	0.00852
6540.18900	0.00877
6540.88700	0.00861
6541.58600	0.00877
6542.28500	0.00851
6542.98400	0.00883
6543.68300	0.00889
6544.38200	0.00875
6545.08100	0.00856
6545.78000	0.00881
6546.47900	0.00862
6547.17700	0.00870
6547.87600	0.00870
6548.57500	0.00892
6549.27400	0.00883
6549.97300	0.00865
6550.67200	0.00859
6551.37000	0.00872
6552.06900	0.00851
6552.76800	0.00872
6553.46700	0.00878
6554.16500	0.00875
6554.86400	0.00877
6555.56300	0.00864
6556.26200	0.00807
6556.96100	0.00839
6557.65900	0.00850
6558.35800	0.00864
6559.05700	0.00877
6559.75500	0.00867
6560.45400	0.00885
6561.15300	0.00870
6561.85200	0.00871
6562.55000	0.00876
6563.24900	0.00871
6563.94800	0.00874
6564.64600	0.00885
6565.34500	0.00869
6566.04400	0.00910
6566.74200	0.00885
6567.44100	0.00869
6568.13900	0.00885
6568.83800	0.00878
6569.53700	0.00865
6570.23500	0.00881
6570.93400	0.00893
6571.63200	0.00878
6572.33100	0.00889
6573.03000	0.00882
6573.72800	0.00879
6574.42700	0.00876
6575.12500	0.00916
6575.82400	0.00934
6576.52200	0.00902
6577.22100	0.00907
6577.91900	0.00913
6578.61800	0.00906
6579.31600	0.00877
6580.01500	0.00899
6580.71300	0.00897
6581.41200	0.00908
6582.11000	0.00922
6582.80900	0.00915
6583.50700	0.00921
6584.20600	0.00943
6584.90400	0.00921
6585.60200	0.00929
6586.30100	0.00932
6586.99900	0.00957
6587.69800	0.00945
6588.39600	0.00940
6589.09500	0.00936
6589.79300	0.00983
6590.49100	0.00954
6591.19000	0.00992
6591.88800	0.00981
6592.58600	0.00979
6593.28500	0.01008
6593.98300	0.00995
6594.68100	0.01024
6595.38000	0.01003
6596.07800	0.01008
6596.77600	0.01029
6597.47500	0.01050
6598.17300	0.01047
6598.87100	0.01056
6599.56900	0.01105
6600.26800	0.01053
6600.96600	0.01079
6601.66400	0.01077
6602.36300	0.01097
6603.06100	0.01105
6603.75900	0.01138
6604.45700	0.01143
6605.15500	0.01152
6605.85400	0.01151
6606.55200	0.01172
6607.25000	0.01173
6607.94800	0.01197
6608.64600	0.01203
6609.34500	0.01207
