#The sutherland extinctions at these wavelength are matnitudes per airmass
#as given by E. Burgh
#2048 0
3100 1.784
3150 1.343
3200 1.093
3250 0.930
3300 0.827
3350 0.764
3400 0.705
3500 0.614
4000 0.375
4500 0.251
5000 0.190
5500 0.165
6000 0.149
6500 0.111
7000 0.084
8000 0.062
9000 0.051
