#SALTICAM Quantum Efficiency
# 
# Wavelength (um) CCD1 Wavelength CCD2
0.3  0.05  0.3  0.15
0.35 0.405 0.35 0.488
0.4  0.796 0.4  0.712
0.45 0.805 0.45 0.735
0.5  0.814 0.5  0.76
0.55 0.802 0.55 0.75
0.6  0.792 0.6  0.74
0.65 0.780 0.65 0.727
0.7  0.725 0.7  0.675
0.8  0.60  0.8  0.56
0.9  0.48  0.9  0.45
